province,latitude,longitude,rainfall,soil_ph,crop,yield,year
Southeast Sulawesi,-2.8556,121.07,2182,5.18,Cocoa,1.86,2021
East Java,-8.2441,112.6891,2837,6.62,Corn,3.26,2015
Aceh,4.4127,96.0706,2691,5.93,Rice,4.83,2016
Bali,-8.2212,114.5329,1841,6.2,Fruit,3.59,2015
Maluku,-3.7438,126.4568,3075,5.53,Cloves,0.91,2018
Riau,0.2244,102.7056,2698,5.29,Palm Oil,3.89,2017
South Sumatra,-3.3862,103.87,2740,5.73,Rice,3.73,2015
Banten,-6.6181,106.178,2187,6.31,Coconut,3.73,2016
Bengkulu,-3.3937,102.7972,2458,5.93,Coffee,1.32,2017
South Sumatra,-3.9726,104.9863,2192,5.3,Rubber,0.94,2024
South Kalimantan,-3.5593,115.5621,2723,5.0,Palm Oil,3.83,2020
Central Java,-7.1908,111.4895,2842,6.0,Rice,4.56,2016
Southeast Sulawesi,-4.1377,122.8624,2125,6.09,Cashew,0.92,2021
West Java,-6.4108,106.9666,2867,5.38,Rice,4.21,2018
North Sumatra,3.1049,99.0058,2821,5.38,Rice,4.79,2022
Riau Islands,3.1332,106.2677,2568,6.14,Coconut,3.63,2022
Central Sulawesi,0.3241,120.2104,2331,5.23,Cocoa,1.81,2020
Aceh,2.736,97.8102,2505,5.46,Rice,5.01,2019
South Kalimantan,-3.1742,115.6364,2859,5.11,Palm Oil,4.01,2016
Central Kalimantan,-1.4225,115.2753,3171,5.29,Palm Oil,3.41,2016
North Maluku,1.0015,127.9619,3251,5.6,Rice,4.29,2019
Jambi,-1.8937,101.3986,2289,6.3,Rice,4.91,2020
Special Region of Yogyakarta,-8.1627,110.7344,2773,6.47,Corn,4.66,2023
Gorontalo,0.744,121.7655,2418,6.39,Corn,3.85,2016
Bangka-Belitung Islands,-2.0472,105.5753,2207,5.27,Rice,4.5,2018
Papua,-5.426,139.0423,3653,4.67,Sago,10.14,2024
Papua,-3.5215,140.6409,3560,5.41,Rice,5.4,2021
Papua,-4.23,139.2945,3671,5.5,Cassava,9.94,2020
Southeast Sulawesi,-4.7142,122.5723,2196,5.34,Cocoa,1.69,2020
Southeast Sulawesi,-3.4508,121.1527,1978,5.82,Cashew,0.94,2017
Bali,-8.5483,115.4612,2284,6.03,Rice,4.22,2019
East Kalimantan,-1.1209,116.9945,2570,4.79,Palm Oil,3.12,2015
Aceh,3.9746,97.1084,2354,6.06,Coffee,1.23,2015
Lampung,-4.882,105.2541,2242,5.42,Coffee,1.2,2016
East Nusa Tenggara,-8.6563,119.8769,1371,5.6,Cassava,9.13,2024
West Sumatra,-2.7978,100.2382,2753,5.03,Tea,1.85,2023
Central Kalimantan,-0.7237,113.1186,3199,5.4,Rice,4.71,2019
South Sumatra,-2.7502,104.1656,2162,5.21,Palm Oil,3.99,2016
North Maluku,0.7392,127.782,2800,6.42,Coconut,4.44,2022
Bangka-Belitung Islands,-1.9863,105.9212,2181,4.5,Rubber,0.82,2016
South Sulawesi,-3.7088,120.4161,1937,5.5,Corn,3.8,2020
Jambi,-1.5623,103.6667,2425,5.52,Coffee,1.45,2021
Papua,-7.0561,139.0439,3656,4.92,Sago,10.73,2017
East Java,-8.3116,113.3415,2634,5.94,Rice,4.36,2017
Aceh,4.8543,97.068,2248,5.31,Rice,4.47,2015
Bali,-8.2701,114.7616,2090,6.21,Rice,4.86,2023
Southeast Sulawesi,-3.8552,121.4971,2439,5.52,Cocoa,1.51,2018
West Java,-6.229,107.3762,2842,5.93,Rice,4.73,2024
Special Region of Yogyakarta,-7.8432,110.1286,2609,6.02,Corn,4.25,2015
East Nusa Tenggara,-9.8668,124.2747,944,5.53,Cassava,7.23,2015
South Kalimantan,-1.559,115.4112,2764,5.14,Rubber,0.97,2022
West Kalimantan,-1.1767,109.6536,2720,5.12,Palm Oil,3.22,2024
Central Kalimantan,0.4985,114.5542,2513,5.54,Rubber,0.85,2017
Special Region of Yogyakarta,-8.0075,110.7157,2801,5.61,Rice,5.05,2021
Jambi,-2.0017,102.1769,2512,5.46,Rice,4.76,2015
North Maluku,-1.7679,124.9597,2814,5.84,Rice,5.3,2018
North Kalimantan,2.5004,115.2776,2066,5.46,Rice,4.18,2023
Central Sulawesi,-1.5101,119.8616,2395,5.34,Cocoa,1.71,2017
South Kalimantan,-3.7016,115.1533,3191,4.87,Rubber,0.86,2017
South Sulawesi,-4.4725,120.3211,2075,5.0,Cocoa,1.54,2015
North Kalimantan,1.7996,116.1236,3002,5.14,Rubber,0.86,2017
South Kalimantan,-2.2407,115.6907,2812,5.13,Rubber,1.04,2020
Special Region of Yogyakarta,-7.9679,110.4454,2827,6.35,Corn,4.13,2015
Central Kalimantan,-0.6265,113.557,3529,5.37,Palm Oil,3.32,2016
Southeast Sulawesi,-4.3297,122.8257,2006,5.38,Rice,4.85,2019
Bangka-Belitung Islands,-1.9365,105.9909,2001,4.5,Rubber,0.84,2022
South Sumatra,-3.3744,103.1215,2207,5.34,Rubber,0.96,2018
West Sumatra,-1.0834,101.0258,2577,4.56,Cinnamon,0.68,2019
Gorontalo,0.7359,122.6978,2603,5.5,Cashew,0.76,2018
Gorontalo,0.6864,121.5629,1866,6.0,Soybeans,1.89,2022
Aceh,5.6108,95.633,2191,6.12,Corn,3.99,2020
North Maluku,-1.786,125.4598,2727,5.63,Rice,5.2,2016
Lampung,-4.4127,105.5798,2190,5.19,Coffee,1.23,2022
Papua,-3.9488,140.662,3755,6.43,Sweet Potato,14.65,2016
West Sulawesi,-3.0453,119.5014,2108,5.47,Cocoa,1.66,2020
Southeast Sulawesi,-5.0689,122.5905,2011,5.33,Cocoa,1.89,2024
Central Sulawesi,0.4451,120.9252,2085,5.01,Rice,3.84,2020
Jambi,-2.2606,101.6289,2321,5.23,Rice,4.93,2020
West Papua,-0.7867,131.4958,3396,5.14,Sago,12.22,2017
East Java,-7.8721,111.307,2644,6.11,Corn,3.88,2017
South Kalimantan,-2.4892,116.3374,2735,5.56,Rice,4.37,2019
Bangka-Belitung Islands,-2.0894,105.3887,1926,4.62,Rubber,0.87,2022
Bali,-8.2972,115.3587,1777,5.99,Fruit,3.64,2018
Southeast Sulawesi,-4.8287,122.3895,1976,5.49,Cocoa,1.85,2021
East Java,-7.5195,112.6696,2201,5.76,Tobacco,1.85,2023
Southeast Sulawesi,-5.062,121.8841,2462,5.07,Cocoa,1.58,2018
North Kalimantan,2.6601,115.3752,2652,5.37,Rice,4.71,2016
Bali,-8.3807,115.1597,1830,6.19,Rice,4.38,2017
Bali,-8.3185,115.1306,2134,6.03,Fruit,3.71,2016
West Papua,-1.6125,132.3548,3160,5.84,Rice,3.98,2016
West Java,-7.4021,107.5664,3231,6.09,Coffee,1.33,2015
Central Java,-7.0634,110.7816,2933,5.4,Rice,4.45,2016
Bengkulu,-3.0284,101.5002,2342,5.6,Coffee,1.58,2022
West Sumatra,-1.2208,100.9505,2341,4.51,Tea,1.47,2018
Jambi,-2.3525,102.7099,2577,5.51,Rubber,0.81,2015
East Java,-7.0435,112.2441,2190,6.48,Corn,3.83,2016
Southeast Sulawesi,-4.1286,122.1749,2119,6.23,Cashew,1.01,2015
Maluku,-3.796,126.7815,2873,6.69,Coconut,3.95,2015
Papua,-4.8865,139.27,3758,5.25,Cassava,8.69,2022
East Kalimantan,0.5265,117.1139,2803,5.06,Palm Oil,4.07,2015
East Kalimantan,-0.9343,116.0291,3110,5.03,Palm Oil,3.07,2024
North Sumatra,0.1183,98.5478,2615,4.79,Rubber,1.0,2020
Special Region of Yogyakarta,-7.905,110.2398,2722,6.67,Soybeans,2.46,2021
Southeast Sulawesi,-3.6474,121.8712,1832,6.35,Cashew,0.86,2019
Maluku,-7.6665,125.9209,3061,6.39,Coconut,4.01,2020
West Java,-6.7908,107.4378,2980,5.75,Rice,4.97,2016
Central Kalimantan,0.5592,114.0213,2965,5.44,Palm Oil,3.91,2021
North Maluku,-1.8527,125.7858,2778,5.88,Nutmeg,1.08,2022
Central Java,-7.4261,110.7248,2713,5.77,Rice,4.68,2019
East Kalimantan,2.5819,117.2151,2619,5.93,Rice,4.9,2024
Lampung,-5.6216,104.9491,1833,6.3,Sugarcane,6.58,2017
Bangka-Belitung Islands,-2.9787,108.1289,2037,5.54,Rice,4.67,2017
East Kalimantan,1.4625,116.6579,2934,5.02,Palm Oil,3.89,2022
West Nusa Tenggara,-8.4891,118.5486,2058,5.15,Rice,4.51,2022
South Sulawesi,-3.4975,120.1833,2233,5.37,Rice,5.3,2018
Central Sulawesi,-1.8856,121.2594,2484,5.55,Rice,5.2,2019
Special Region of Yogyakarta,-8.0287,110.6824,2662,6.79,Soybeans,2.55,2022
North Kalimantan,2.7793,116.0093,2564,5.81,Rice,4.5,2021
South Sumatra,-3.9458,104.3933,2006,4.93,Rubber,0.83,2022
East Kalimantan,0.5433,116.7014,2560,5.49,Rice,4.26,2018
Aceh,3.8741,97.2725,2483,6.14,Rice,5.15,2018
Lampung,-5.0908,104.7496,2020,6.25,Rice,4.3,2015
Riau Islands,0.9605,103.9271,2504,6.03,Coconut,4.2,2022
Bangka-Belitung Islands,-1.5796,105.6869,2407,5.38,Rubber,0.75,2015
West Sumatra,-1.059,101.285,2571,5.79,Rice,4.55,2017
West Sulawesi,-1.6976,119.5051,2131,5.0,Cocoa,1.67,2021
North Kalimantan,2.5302,115.5769,2877,5.44,Rubber,0.91,2022
South Sumatra,-3.062,105.3802,2567,5.28,Rubber,0.85,2017
East Java,-7.5488,112.3259,2450,6.47,Corn,4.09,2018
North Kalimantan,1.8787,115.0915,2869,5.72,Rubber,0.94,2016
West Kalimantan,0.167,109.5742,3191,5.66,Rice,5.52,2017
Bengkulu,-4.5491,103.5205,2146,5.61,Rice,4.44,2021
Riau,-0.5403,101.4927,2270,5.18,Rubber,0.91,2021
Papua,-6.6383,140.0584,3717,5.64,Cassava,9.67,2017
Bangka-Belitung Islands,-1.8764,105.8743,2127,6.01,Rice,4.72,2019
West Java,-7.3232,106.6568,3165,5.49,Rice,4.83,2023
Central Java,-7.3078,109.1674,2682,5.44,Rice,5.19,2020
Bangka-Belitung Islands,-2.2651,105.8518,2180,5.5,Pepper,1.14,2023
Aceh,4.7462,96.7354,2716,6.15,Rice,4.34,2015
Bangka-Belitung Islands,-2.8203,106.078,1924,5.69,Rice,4.09,2015
West Sumatra,0.8264,99.92,2703,5.97,Rice,4.56,2016
North Sumatra,1.4182,99.2373,3061,4.5,Rubber,0.78,2023
Maluku,-5.9767,134.7193,2936,6.22,Coconut,3.59,2019
West Kalimantan,0.9205,112.2621,2919,5.0,Palm Oil,3.27,2020
Central Java,-6.9975,110.3564,2885,5.62,Rice,4.86,2020
East Nusa Tenggara,-9.5889,124.8972,1041,7.0,Corn,3.74,2016
Special Region of Yogyakarta,-7.9931,110.7377,2753,5.76,Rice,4.84,2017
Bengkulu,-2.5853,101.429,2080,5.78,Rice,4.43,2016
Aceh,5.2566,95.5233,2427,5.0,Rice,4.25,2024
Central Java,-6.6044,110.8239,2585,6.46,Corn,4.22,2018
Special Region of Yogyakarta,-7.9574,110.7495,3082,5.79,Rice,4.41,2022
Jambi,-1.5017,104.0447,2620,5.6,Coffee,1.46,2017
South Sumatra,-2.633,103.6596,2142,5.23,Rubber,1.05,2022
Southeast Sulawesi,-5.0561,122.3919,2402,5.74,Rice,4.18,2023
Bengkulu,-3.2793,102.3742,2086,5.63,Rice,4.89,2017
Jambi,-1.8623,103.1766,2435,5.32,Coffee,1.41,2022
West Kalimantan,0.6032,112.8836,3272,5.38,Rubber,0.95,2021
East Java,-7.0757,112.4375,2700,6.22,Rice,4.4,2019
East Java,-8.0351,114.364,2434,5.33,Rice,4.38,2016
West Java,-6.6451,108.359,3071,5.5,Tea,1.97,2020
East Java,-7.4999,112.8226,2401,5.9,Rice,5.16,2021
Bangka-Belitung Islands,-2.2444,105.8299,2219,5.46,Rice,5.2,2022
Central Java,-7.7371,109.9118,2801,6.17,Sugarcane,6.98,2020
Banten,-6.5524,105.6333,1543,5.37,Rice,3.83,2016
Bali,-8.7796,115.5544,2021,6.3,Fruit,3.95,2018
West Papua,-3.6521,133.1316,3479,5.55,Rice,4.87,2017
Central Java,-7.1196,110.291,2621,5.95,Rice,4.58,2015
Southeast Sulawesi,-4.0729,122.4312,2371,5.97,Rice,3.89,2017
Papua,-8.3861,140.9622,3706,4.9,Cassava,9.09,2023
West Kalimantan,1.2046,113.7893,3129,5.83,Rubber,0.91,2015
West Papua,-3.7176,133.0933,3724,5.5,Sweet Potato,13.72,2018
West Sumatra,-0.6681,100.863,2688,5.71,Rice,5.17,2018
East Nusa Tenggara,-9.8884,119.8842,1197,5.0,Rice,4.75,2020
West Sulawesi,-1.0732,119.5028,2219,6.06,Coconut,4.23,2019
Banten,-6.449,106.4108,1783,5.74,Corn,3.63,2023
West Kalimantan,1.7102,109.4122,3168,5.63,Rice,5.14,2021
South Kalimantan,-3.142,114.5578,2723,5.18,Palm Oil,3.95,2015
North Sumatra,1.9792,99.4398,2428,5.04,Rubber,0.89,2021
East Java,-7.1439,113.3985,1928,5.65,Rice,4.02,2016
Aceh,5.4424,95.5369,2683,5.38,Rice,4.76,2016
East Kalimantan,0.6845,117.6498,2928,5.44,Palm Oil,3.58,2023
Papua,-3.7042,137.8717,2938,5.93,Sweet Potato,11.01,2016
West Sulawesi,-2.382,119.3933,1624,5.21,Cocoa,1.51,2020
South Sulawesi,-4.6503,120.2691,2198,5.5,Cashew,1.0,2017
West Nusa Tenggara,-8.5921,117.5911,2174,6.04,Corn,3.82,2021
Maluku,-7.5517,131.5993,2830,5.79,Cloves,0.84,2018
North Sumatra,0.5066,99.7879,2380,4.5,Palm Oil,2.96,2023
West Sulawesi,-2.6985,119.7333,1740,6.99,Coconut,3.23,2016
North Kalimantan,2.0666,115.7116,2766,5.39,Palm Oil,3.92,2018
Central Java,-7.1901,110.0139,2860,6.39,Corn,4.18,2018
North Maluku,0.7266,127.9507,2815,5.83,Nutmeg,1.02,2020
Banten,-6.1309,106.5503,1981,5.97,Coconut,4.2,2022
Lampung,-5.0957,104.7769,1990,5.78,Coffee,1.64,2016
Lampung,-4.5593,105.5105,2002,5.01,Rice,5.13,2021
West Kalimantan,-0.7665,111.3321,2931,5.47,Palm Oil,3.34,2020
West Sumatra,-1.1046,101.4887,2618,5.58,Rice,5.34,2022
Gorontalo,0.9817,122.5159,2081,5.56,Corn,3.92,2020
North Maluku,1.0669,128.6393,2631,5.83,Nutmeg,0.91,2017
Papua,-4.0389,136.7987,3466,6.33,Sweet Potato,15.14,2018
North Maluku,0.4115,128.5544,2815,6.2,Nutmeg,1.01,2022
South Sumatra,-3.8309,102.6937,2280,5.03,Rice,4.41,2015
Central Kalimantan,-2.5495,114.2458,3211,4.72,Palm Oil,3.25,2019
Gorontalo,0.5745,122.774,2336,5.72,Corn,4.39,2021
Central Java,-6.9923,110.0148,3225,6.12,Rice,4.01,2021
Bangka-Belitung Islands,-1.5341,105.7124,1951,5.96,Pepper,1.15,2015
Bengkulu,-3.3759,102.9339,2318,4.86,Cinnamon,0.87,2023
West Sulawesi,-2.4497,119.2691,2205,5.94,Coconut,4.1,2020
North Kalimantan,3.2659,115.5888,2536,5.07,Palm Oil,3.86,2024
South Kalimantan,-3.1089,114.7544,3146,5.86,Rice,4.22,2016
West Java,-6.7887,106.6412,2845,5.14,Tea,2.01,2020
Bangka-Belitung Islands,-2.5826,106.1943,2012,5.72,Rice,4.91,2021
Special Region of Yogyakarta,-7.742,110.1461,3196,6.06,Corn,3.71,2023
North Sumatra,2.6903,100.0795,2920,5.18,Rice,4.55,2022
West Java,-6.9648,107.5843,2968,4.93,Tea,1.89,2023
East Nusa Tenggara,-8.5226,123.4312,1281,6.59,Corn,4.73,2023
West Papua,-3.1378,132.6579,3418,5.25,Sago,11.39,2024
North Maluku,-1.756,124.5537,2413,6.43,Coconut,3.39,2019
Banten,-6.324,105.9236,2188,5.74,Corn,4.01,2022
Bangka-Belitung Islands,-2.9178,107.9483,1597,5.04,Rubber,0.83,2019
North Maluku,-1.7926,124.4529,2793,5.92,Nutmeg,1.1,2021
West Sulawesi,-2.286,119.4492,2602,5.19,Cocoa,1.57,2019
East Nusa Tenggara,-8.6652,122.5617,1148,4.75,Cassava,7.75,2023
South Sumatra,-4.1094,105.7932,2179,4.99,Rubber,1.02,2023
Central Kalimantan,-0.8047,113.0247,2890,5.42,Palm Oil,3.46,2018
Riau,1.2921,102.3439,2693,5.11,Palm Oil,3.52,2018
East Nusa Tenggara,-9.4504,119.7697,1169,5.11,Cassava,9.42,2020
Riau,0.2893,100.7974,2094,5.02,Palm Oil,3.4,2021
Jakarta Special Capital Region,-6.1859,106.8593,1805,6.31,Urban Vegetables,5.25,2020
Aceh,2.5527,97.9355,2600,5.87,Rice,4.97,2015
West Sulawesi,-1.6963,119.7047,2157,5.16,Cocoa,1.88,2022
North Maluku,0.4662,127.6627,2519,5.67,Nutmeg,0.92,2018
Southeast Sulawesi,-4.4613,122.6665,2090,5.0,Cocoa,1.79,2022
Papua,-7.5797,139.2197,3752,4.87,Sago,10.63,2024
South Sumatra,-2.2319,104.6968,2243,5.23,Palm Oil,3.59,2016
Riau,2.0958,100.3897,2749,5.32,Palm Oil,3.52,2019
East Java,-7.6519,111.6667,2638,5.57,Corn,4.17,2020
Riau,0.4167,101.7868,2838,6.76,Coconut,3.37,2019
Central Kalimantan,-1.1323,112.8143,2898,5.2,Palm Oil,3.74,2021
Central Kalimantan,-2.2463,111.2572,2821,4.63,Rubber,0.9,2017
South Sumatra,-2.6401,102.9258,2052,5.09,Rubber,0.95,2015
Jambi,-1.0946,103.473,2309,4.61,Rubber,0.99,2022
South Kalimantan,-2.7791,115.129,2753,5.65,Rice,5.08,2020
Bali,-8.3924,114.909,1939,5.84,Rice,4.36,2022
West Papua,-3.3331,134.2196,3636,5.92,Sago,11.14,2017
Gorontalo,0.5736,122.4494,2525,6.22,Corn,4.31,2017
Riau,-0.7428,102.5367,2475,5.24,Rubber,1.02,2017
Jambi,-1.2468,103.2453,2425,5.15,Coffee,1.48,2024
North Maluku,-0.2625,127.8774,2956,5.5,Nutmeg,0.94,2019
Central Kalimantan,-1.1913,112.0272,2951,5.32,Rubber,0.99,2020
Gorontalo,0.5131,122.3607,2212,6.04,Soybeans,2.44,2023
East Nusa Tenggara,-10.0157,120.6567,1302,5.15,Rice,4.93,2022
Bangka-Belitung Islands,-2.3162,106.0895,2334,5.24,Rice,4.01,2019
Central Java,-6.9027,110.5972,2854,5.79,Rice,4.76,2023
West Sumatra,-2.9327,100.2698,2510,5.52,Rice,4.35,2020
East Nusa Tenggara,-9.5678,119.6669,1168,6.62,Corn,3.62,2016
South Sulawesi,-2.8199,120.4494,1972,5.15,Cocoa,1.48,2018
Maluku,-3.2446,126.6598,2755,5.99,Coconut,3.51,2017
East Kalimantan,1.011,118.77,3118,5.35,Palm Oil,3.6,2018
Central Kalimantan,-1.9731,112.7943,3028,4.95,Palm Oil,4.23,2020
Gorontalo,0.8903,121.8322,2441,6.0,Soybeans,2.42,2024
Banten,-6.8314,106.3801,2158,5.34,Rice,4.21,2018
South Sumatra,-4.296,103.5858,2071,5.23,Palm Oil,3.72,2020
Banten,-6.0835,105.9044,2152,6.13,Corn,4.12,2021
Southeast Sulawesi,-5.4182,122.5504,1890,5.32,Cocoa,1.59,2016
Central Java,-7.2244,109.3989,2825,5.43,Rice,4.87,2022
West Java,-6.376,108.0178,3274,5.0,Rice,4.13,2018
South Sulawesi,-4.601,119.6262,1984,5.0,Cocoa,1.7,2023
South Sulawesi,-5.4008,119.6944,1551,5.5,Corn,3.21,2024
West Java,-7.0149,107.6468,3125,4.99,Tea,1.96,2017
North Sumatra,2.247,99.5949,3054,5.31,Rubber,0.87,2023
North Kalimantan,3.1856,116.786,2786,5.26,Rubber,1.02,2019
Lampung,-4.0293,105.3215,2013,6.0,Sugarcane,7.25,2018
East Java,-7.9393,112.0295,2212,5.95,Tobacco,1.91,2023
Bali,-8.3905,115.0041,2223,5.82,Rice,4.84,2017
West Sulawesi,-3.1718,118.9334,2011,5.48,Cocoa,1.72,2021
South Sumatra,-4.0845,105.048,2496,5.43,Palm Oil,3.32,2017
West Nusa Tenggara,-8.3251,116.4298,1957,6.0,Soybeans,2.29,2024
Bangka-Belitung Islands,-3.0748,107.6073,2305,5.49,Rice,4.94,2021
Riau,0.1231,103.6926,2642,6.21,Coconut,3.69,2023
West Sulawesi,-1.9566,119.5448,2175,5.34,Rice,4.62,2018
South Sulawesi,-2.4078,120.9227,2183,6.45,Corn,4.78,2017
North Sulawesi,0.3934,123.5947,2381,5.62,Rice,4.7,2023
Bengkulu,-3.1297,101.6386,2447,5.46,Coffee,1.43,2019
Jakarta Special Capital Region,-6.2991,106.8371,2077,6.34,Urban Vegetables,4.67,2016
Central Kalimantan,-2.094,112.8645,3301,5.8,Rice,4.69,2019
Maluku,-6.246,134.5576,2966,5.83,Coconut,3.43,2023
East Nusa Tenggara,-9.8486,119.8855,1332,5.94,Corn,4.25,2020
Central Kalimantan,-0.9801,113.396,2748,5.14,Palm Oil,3.28,2017
West Java,-7.0586,108.3284,2833,5.11,Tea,1.96,2022
South Sumatra,-3.1962,103.3846,2401,4.5,Palm Oil,3.11,2023
Southeast Sulawesi,-4.2715,122.6422,2412,5.31,Rice,4.18,2023
East Nusa Tenggara,-9.8603,124.285,1154,5.63,Cassava,9.65,2017
Central Java,-7.1011,109.697,2701,6.15,Corn,4.09,2023
Central Java,-7.2865,109.9348,2719,5.96,Corn,4.05,2019
Banten,-6.6195,105.9775,2124,5.86,Corn,4.29,2021
North Sumatra,3.2251,99.1773,2472,5.07,Palm Oil,3.12,2022
North Sulawesi,1.6609,124.9805,2258,5.9,Coconut,3.54,2020
Jambi,-1.5703,101.574,2608,5.0,Rice,4.32,2023
North Sumatra,2.9769,99.0728,2336,5.24,Rubber,0.76,2019
Banten,-6.0028,105.9787,1899,5.33,Rice,5.01,2022
Banten,-6.7933,106.1207,1877,5.42,Rice,4.66,2023
Banten,-6.3463,106.3829,1849,6.84,Coconut,3.97,2017
Bangka-Belitung Islands,-2.8831,106.3956,1804,5.18,Rubber,0.96,2019
South Kalimantan,-3.6458,114.6157,3028,4.98,Rubber,0.84,2017
Riau,0.5576,102.4877,2395,5.41,Rubber,0.99,2018
Southeast Sulawesi,-4.7026,122.0321,1861,5.5,Cashew,0.87,2024
North Kalimantan,2.0608,116.1091,2867,5.12,Palm Oil,3.65,2022
Central Sulawesi,-1.2856,119.8119,2030,5.97,Rice,4.2,2021
Jambi,-2.2321,102.5072,2293,5.43,Rice,5.1,2019
West Sumatra,-0.7588,100.3249,2751,5.89,Rice,4.5,2016
Aceh,3.8745,96.7192,2882,5.0,Coffee,1.26,2021
West Papua,-1.8104,132.475,3660,5.6,Cassava,9.91,2021
West Nusa Tenggara,-8.6075,117.2344,1752,5.64,Rice,5.36,2022
Central Java,-7.6422,110.7234,2983,5.28,Rice,4.81,2021
Central Sulawesi,-1.1913,122.3721,2749,5.28,Rice,4.12,2015
East Java,-7.1472,112.783,2272,5.63,Rice,4.3,2019
North Sumatra,-0.0569,98.5328,3144,4.81,Palm Oil,3.07,2022
Central Kalimantan,-1.9903,111.5898,2993,5.66,Rubber,1.03,2016
West Kalimantan,-1.6667,110.2265,3139,5.38,Rice,5.06,2016
West Kalimantan,0.8982,112.5503,3116,5.66,Rubber,0.84,2015
North Maluku,0.9776,128.4209,2814,6.88,Coconut,3.7,2019
Gorontalo,0.8938,121.7122,2447,5.76,Cashew,0.9,2016
Bengkulu,-4.0495,102.6063,2310,4.5,Cinnamon,0.76,2020
Jakarta Special Capital Region,-6.1791,106.7979,1626,7.0,Urban Vegetables,4.07,2024
Central Sulawesi,0.9928,120.8437,2603,5.51,Cocoa,1.75,2020
South Sumatra,-2.9497,102.6841,2015,5.32,Palm Oil,4.04,2023
North Sumatra,2.1184,98.7365,3019,5.56,Rubber,0.93,2020
East Kalimantan,0.1536,115.6004,3166,4.75,Palm Oil,3.25,2018
Jakarta Special Capital Region,-6.1786,106.9497,1578,5.5,Fruit,3.27,2019
North Sumatra,1.255,99.0843,2611,5.3,Rubber,0.97,2016
Southeast Sulawesi,-4.3042,122.1131,1956,5.97,Rice,4.93,2023
Bengkulu,-4.3585,103.0074,2650,5.35,Rice,4.26,2023
Special Region of Yogyakarta,-7.964,110.2015,3082,6.62,Corn,3.54,2023
North Maluku,2.3276,128.5878,2709,5.5,Nutmeg,0.98,2020
West Sumatra,0.7366,99.9164,2656,4.76,Tea,2.08,2016
Bengkulu,-4.5052,103.0176,2341,4.88,Cinnamon,0.88,2018
West Papua,-3.2673,133.6559,3492,5.98,Sweet Potato,16.59,2024
North Maluku,-0.6382,127.6303,2557,5.92,Nutmeg,0.95,2019
North Sumatra,1.1411,99.4755,2692,5.01,Palm Oil,3.76,2021
Jakarta Special Capital Region,-6.143,106.7367,1991,5.58,Fruit,3.44,2016
Southeast Sulawesi,-3.1828,122.0057,2023,5.36,Rice,4.7,2022
East Kalimantan,0.8448,116.9703,2697,5.5,Rubber,0.93,2016
Jakarta Special Capital Region,-6.1385,106.7016,1655,5.83,Fruit,3.43,2015
Riau,-0.4319,103.0288,2458,5.33,Palm Oil,3.74,2020
Central Java,-7.6628,110.0846,2692,6.31,Corn,4.18,2023
Special Region of Yogyakarta,-7.6624,110.4406,3095,5.72,Rice,3.72,2016
South Sulawesi,-3.4136,119.9551,2422,6.6,Corn,3.71,2018
South Sumatra,-2.776,103.2387,2405,5.04,Rubber,0.88,2019
Bangka-Belitung Islands,-2.5171,106.0519,2228,5.5,Pepper,1.02,2019
Southeast Sulawesi,-4.6854,122.938,1923,5.5,Cashew,0.96,2022
Jakarta Special Capital Region,-6.2562,106.8529,2228,5.5,Fruit,3.41,2022
Aceh,5.0562,95.366,2294,5.0,Coffee,1.33,2024
West Sumatra,-0.0945,99.8776,2801,4.74,Cinnamon,0.81,2021
West Sumatra,-1.145,101.0005,2917,5.9,Rice,4.46,2016
North Sumatra,3.2514,99.2235,2523,4.76,Palm Oil,3.43,2020
Gorontalo,0.5215,122.4865,2573,5.59,Rice,4.29,2017
West Kalimantan,0.0913,111.2356,3437,5.19,Rubber,0.95,2016
Banten,-6.7795,105.5919,1806,5.61,Rice,4.2,2016
West Java,-6.5314,106.8933,2800,5.51,Rice,4.9,2022
North Kalimantan,3.3464,117.3002,2730,5.76,Rice,5.49,2022
West Sumatra,0.0638,100.1536,2381,4.84,Tea,1.79,2018
Bangka-Belitung Islands,-3.0373,106.6721,1982,4.91,Rubber,0.86,2018
East Kalimantan,1.9764,116.6822,2826,5.0,Rubber,1.04,2019
Central Sulawesi,0.841,121.1806,2676,6.11,Rice,4.36,2015
North Kalimantan,3.8437,116.6987,2921,4.94,Palm Oil,3.75,2023
East Nusa Tenggara,-8.5461,120.9858,1157,6.02,Corn,4.09,2020
Aceh,4.0632,97.1327,2449,5.22,Rice,4.76,2022
Jakarta Special Capital Region,-6.1086,106.7417,1564,6.39,Urban Vegetables,4.84,2017
Special Region of Yogyakarta,-7.8097,110.4851,2619,6.68,Soybeans,2.45,2018
East Nusa Tenggara,-8.5836,122.8895,1483,5.83,Cocoa,1.47,2015
Central Sulawesi,-1.2294,120.5404,2138,6.07,Corn,3.87,2021
Maluku,-3.0556,128.7989,2854,5.0,Cloves,0.88,2020
Jakarta Special Capital Region,-6.1812,106.861,1674,5.87,Fruit,3.48,2024
South Sulawesi,-5.2433,119.3994,2065,6.32,Corn,4.39,2023
Gorontalo,0.7803,121.7354,2409,6.13,Corn,4.59,2015
Central Kalimantan,-2.01,113.1283,3227,5.26,Rubber,0.85,2021
Bengkulu,-3.0886,101.7706,2113,6.31,Coffee,1.18,2015
